"","comments_we_have","lowest.sorted.rin.of.related.rins","related.rins","number.of.rins","agency_1","agency_2","agency_3","agency_4","agency_5","agency_6","agency_7","agency_8","agency_9","ANPR-Issuance_1_publication_date","ANPR-Extension_1_publication_date","NPR-Issuance_1_publication_date","NPR-Issuance_2_publication_date","NPR-Issuance_3_publication_date","NPR-Issuance_4_publication_date","NPR-Issuance_5_publication_date","NPR-Issuance_6_publication_date","NPR-Extension_1_publication_date","NPR-Reissuance_1_publication_date","NPR-Reissuance_2_publication_date","INTERIM-FINAL-Issuance_1_publication_date","INTERIM-FINAL-Issuance_2_publication_date","INTERIM-FINAL-Issuance_3_publication_date","INTERIM-FINAL-Issuance_4_publication_date","INTERIM-FINAL-Issuance_5_publication_date","INTERIM-FINAL-Issuance_6_publication_date","INTERIM-FINAL-Correction_1_publication_date","FINAL-Issuance_1_publication_date","FINAL-Issuance_2_publication_date","FINAL-Issuance_3_publication_date","FINAL-Issuance-Complex_1_publication_date","FINAL-Correction_1_publication_date","FINAL-Correction_2_publication_date","GUIDANCE-Issuance_1_publication_date","NA_1_publication_date","ANPR-Issuance_1_rule_url","ANPR-Extension_1_rule_url","NPR-Issuance_1_rule_url","NPR-Issuance_2_rule_url","NPR-Issuance_3_rule_url","NPR-Issuance_4_rule_url","NPR-Issuance_5_rule_url","NPR-Issuance_6_rule_url","NPR-Issuance_7","NPR-Issuance_8","NPR-Extension_1_rule_url","NPR-Reissuance_1_rule_url","NPR-Reissuance_2_rule_url","INTERIM-FINAL-Issuance_1_rule_url","INTERIM-FINAL-Issuance_2_rule_url","INTERIM-FINAL-Issuance_3_rule_url","INTERIM-FINAL-Issuance_4_rule_url","INTERIM-FINAL-Issuance_5_rule_url","INTERIM-FINAL-Issuance_6_rule_url","INTERIM-FINAL-Issuance_7","INTERIM-FINAL-Issuance_8","INTERIM-FINAL-Issuance_9","INTERIM-FINAL-Issuance_10","INTERIM-FINAL-Issuance_11","INTERIM-FINAL-Issuance_12","INTERIM-FINAL-Issuance_13","INTERIM-FINAL-Issuance_14","INTERIM-FINAL-Correction_1_rule_url","FINAL-Issuance_1_rule_url","FINAL-Issuance_2_rule_url","FINAL-Issuance_3_rule_url","FINAL-Issuance_4","FINAL-Issuance-Complex_1_rule_url","FINAL-Correction_1_rule_url","FINAL-Correction_2_rule_url","GUIDANCE-Issuance_1_rule_url","NA_1_rule_url"
"46",0,"2590-AA40","2590-AA40",1,"FHFA",,,,,,,,,"1/31/11",,"5/23/13",,,,,,,,,,,,,,,,"11/8/13",,,,,,,,"https://www.federalregister.gov/documents/2011/01/31/2011-2041/alternatives-to-use-of-credit-ratings-in-regulations-governing-the-federal-national-mortgage",,"https://www.federalregister.gov/documents/2013/05/23/2013-12333/removal-of-references-to-credit-ratings-in-certain-regulations-governing-the-federal-home-loan-banks",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/11/08/2013-26775/removal-of-references-to-credit-ratings-in-certain-regulations-governing-the-federal-home-loan-banks",,,,,,,,
"47",0,"2590-AA47","2590-AA47",1,"FHFA",,,,,,,,,,,"10/5/12",,,,,,,,,,,,,,,,"9/26/13",,,,,,,,,,"https://www.federalregister.gov/documents/2012/10/05/2012-24637/stress-testing-of-regulated-entities",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/09/26/2013-22586/stress-testing-of-regulated-entities",,,,,,,,
"48",0,"2900-AO65","2900-AO65",1,"VA",,,,,,,,,,,,,,,,,,,,"5/9/14",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/05/09/2014-10600/loan-guaranty-ability-to-repay-standards-and-qualified-mortgage-definition-under-the-truth-in",,,,,,,,,,,,,,,,,,,,,,,
"49",0,"3038-0092","3038-0092",1,"CFTC",,,,,,,,,,,,,,,,,,,,,,,,,,,"4/9/12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/04/09/2012-7477/customer-clearing-documentation-timing-of-acceptance-for-clearing-and-clearing-member-risk",,,,,,,,
"50",0,"3038-AC15","3038-AC15",1,"CFTC",,,,,,,,,,,"11/3/10",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2010/11/03/2010-27657/investment-of-customer-funds-and-funds-held-in-an-account-for-foreign-futures-and-foreign-options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51",0,"3038-AC61","3038-AC61",1,"CFTC",,,,,,,,,,,,,,,,,,,,,,,,,,,"9/10/10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2010/09/10/2010-21729/regulation-of-off-exchange-retail-foreign-exchange-transactions-and-intermediaries",,,,,,,,
"52",0,"3038-AC79","3038-AC79",1,"CFTC",,,,,,,,,,,,,,,,,,,,,,,,,,,"12/19/11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/12/19/2011-31689/investment-of-customer-funds-and-funds-held-in-an-account-for-foreign-futures-and-foreign-options",,,,,,,,
"53",0,"3038-AC95","3038-AC95",1,"CFTC",,,,,,,,,,,"11/23/10",,,,,,,,,,,,,,,,"1/19/12",,,,,,,,,,"https://www.federalregister.gov/documents/2010/11/23/2010-29024/registration-of-swap-dealers-and-major-swap-participants",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/01/19/2012-792/registration-of-swap-dealers-and-major-swap-participants",,,,,,,,
"54",0,"3038-AC96","3038-AC96",1,"CFTC",,,,,,,,,,,"11/17/10","11/19/10","11/23/10","12/28/10","12/9/10","2/8/11",,,,,,,,,,,"4/3/12","8/28/12","9/11/12",,,,,,,,"https://www.federalregister.gov/documents/2010/11/17/2010-29003/implementation-of-conflicts-of-interest-policies-and-procedures-by-futures-commission-merchants-and","https://www.federalregister.gov/documents/2010/11/19/2010-29021/designation-of-a-chief-compliance-officer-required-compliance-policies-and-annual-report-of-a","https://www.federalregister.gov/documents/2010/11/23/2010-29009/regulations-establishing-and-governing-the-duties-of-swap-dealers-and-major-swap-participants","https://www.federalregister.gov/documents/2010/11/23/2010-29006/implementation-of-conflicts-of-interest-policies-and-procedures-by-swap-dealers-and-major-swap","https://www.federalregister.gov/documents/2010/12/28/2010-32264/confirmation-portfolio-reconciliation-and-portfolio-compression-requirements-for-swap-dealers-and","https://www.federalregister.gov/documents/2010/12/09/2010-30884/reporting-recordkeeping-and-daily-trading-records-requirements-for-swap-dealers-and-major-swap","https://www.federalregister.gov/documents/2011/02/08/2011-2642/orderly-liquidation-termination-provision-in-swap-trading-relationship-documentation-for-swap","https://www.federalregister.gov/documents/2011/02/08/2011-2643/swap-trading-relationship-documentation-requirements-for-swap-dealers-and-major-swap-participants",,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/04/03/2012-5317/swap-dealer-and-major-swap-participant-recordkeeping-reporting-and-duties-rules-futures-commission","https://www.federalregister.gov/documents/2012/08/28/2012-20962/registration-of-intermediaries","https://www.federalregister.gov/documents/2012/09/11/2012-21414/confirmation-portfolio-reconciliation-portfolio-compression-and-swap-trading-relationship",,,,,,
"55",0,"3038-AC97","3038-AC97",1,"CFTC",,,,,,,,,"10/3/14",,"4/28/11","7/14/15",,,,,,,,,,,,,,,,,,"1/6/16",,,,,"https://www.federalregister.gov/documents/2014/10/03/2014-22962/margin-requirements-for-uncleared-swaps-for-swap-dealers-and-major-swap-participants",,"https://www.federalregister.gov/documents/2011/04/28/2011-9598/margin-requirements-for-uncleared-swaps-for-swap-dealers-and-major-swap-participants","https://www.federalregister.gov/documents/2015/07/14/2015-16718/margin-requirements-for-uncleared-swaps-for-swap-dealers-and-major-swap-participants-cross-border",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/01/06/2015-32320/margin-requirements-for-uncleared-swaps-for-swap-dealers-and-major-swap-participants",,,,
"56",0,"3038-AC98","3038-AC98, 3038-AD35",2,"CFTC","CFTC",,,,,,,,,,"1/20/11","10/14/10","12/13/10","12/15/10","3/10/11",,,,,,,,,,,,"11/8/11","8/15/13",,,,,,,,,"https://www.federalregister.gov/documents/2011/01/20/2011-690/risk-management-requirements-for-derivatives-clearing-organizations","https://www.federalregister.gov/documents/2010/10/14/2010-25322/financial-resources-requirements-for-derivatives-clearing-organizations","https://www.federalregister.gov/documents/2010/12/13/2010-31029/general-regulations-and-derivatives-clearing-organizations","https://www.federalregister.gov/documents/2010/12/15/2010-31131/information-management-requirements-for-derivatives-clearing-organizations","https://www.federalregister.gov/documents/2011/03/10/2011-4707/requirements-for-processing-clearing-and-transfer-of-customer-positions",,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/11/08/2011-27536/derivatives-clearing-organization-general-provisions-and-core-principles","https://www.federalregister.gov/documents/2013/08/15/2013-19791/enhanced-risk-management-standards-for-systemically-important-derivatives-clearing-organizations",,,,,,,
"57",0,"3038-AC99","3038-AC99",1,"CFTC",,,,,,,,,,,"6/9/11",,,,,,,,,,,,,,,,"2/7/12",,,,,,,,,,"https://www.federalregister.gov/documents/2011/06/09/2011-10737/protection-of-cleared-swaps-customer-contracts-and-collateral-conforming-amendments-to-the-commodity",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/02/07/2012-1033/protection-of-cleared-swaps-customer-contracts-and-collateral-conforming-amendments-to-the-commodity",,,,,,,,
"58",0,"3038-AD00","3038-AD00",1,"CFTC",,,,,,,,,,,"11/2/10",,,,,,,,,,,,,,,,"7/26/11",,,,,,,,,,"https://www.federalregister.gov/documents/2010/11/02/2010-27532/process-for-review-of-swaps-for-mandatory-clearing",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/26/2011-18663/process-for-review-of-swaps-for-mandatory-clearing",,,,,,,,
"59",0,"3038-AD01","3038-AD01",1,"CFTC",,,,,,,,,,,"1/6/11","10/18/10",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/01/06/2010-31898/governance-requirements-for-derivatives-clearing-organizations-designated-contract-markets-and-swap","https://www.federalregister.gov/documents/2010/10/18/2010-26220/requirements-for-derivatives-clearing-organizations-designated-contract-markets-and-swap-execution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60",0,"3038-AD03","3038-AD03",1,"CFTC",,,,,,,,,,,"2/11/11",,,,,,,,,,,,,,,,"11/16/11",,,,,,,,,,"https://www.federalregister.gov/documents/2011/02/11/2011-2175/reporting-by-investment-advisers-to-private-funds-and-certain-commodity-pool-operators-and-commodity",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/11/16/2011-28549/reporting-by-investment-advisers-to-private-funds-and-certain-commodity-pool-operators-and-commodity",,,,,,,,
"61",0,"3038-AD04","3038-AD04",1,"CFTC",,,,,,,,,,,"12/6/10",,,,,,,,,,,,,,,,"8/25/11",,,,,,,,,,"https://www.federalregister.gov/documents/2010/12/06/2010-29022/implementing-the-whistleblower-provisions-of-section-23-of-the-commodity-exchange-act",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/08/25/2011-20423/whistleblower-incentives-and-protection",,,,,,,,
"62",0,"3038-AD05","3038-AD05",1,"CFTC",,,,,,,,,,,"2/14/12",,,,,,,,,,,,,,,,"1/31/14",,,,,,,,,,"https://www.federalregister.gov/documents/2012/02/14/2012-935/prohibitions-and-restrictions-on-proprietary-trading-and-certain-interests-in-and-relationships-with",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/01/31/2013-31476/prohibitions-and-restrictions-on-proprietary-trading-and-certain-interests-in-and-relationships-with",,,,,,,,
"63",0,"3038-AD06","3038-AD06",1,"CFTC",,,,,,,,,,,,,,,,,,,,"5/23/12",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/05/23/2012-10562/further-definition-of-swap-dealer-security-based-swap-dealer-major-swap-participant-major",,,,,,,,,,,,,,,,,,,,,,,
"64",0,"3038-AD07","3038-AD07",1,"CFTC",,,,,,,,,,,"11/2/10",,,,,,,,,,,,,,,,,,,,"8/1/11",,,,,,"https://www.federalregister.gov/documents/2010/11/02/2010-27533/provisions-common-to-registered-entities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/08/01/2011-19385/provisions-common-to-registered-entities-correction",,,
"65",0,"3038-AD08","3038-AD08",1,"CFTC",,,,,,,,,,,"12/7/10","3/15/12",,,,,,,,,,,,,,,"1/9/12","5/31/13",,,,,,,,,"https://www.federalregister.gov/documents/2010/12/07/2010-29994/real-time-public-reporting-of-swap-transaction-data","https://www.federalregister.gov/documents/2012/03/15/2012-5950/procedures-to-establish-appropriate-minimum-block-sizes-for-large-notional-off-facility-swaps-and",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/01/09/2011-33173/real-time-public-reporting-of-swap-transaction-data","https://www.federalregister.gov/documents/2013/05/31/2013-12133/procedures-to-establish-appropriate-minimum-block-sizes-for-large-notional-off-facility-swaps-and",,,,,,,
"66",0,"3038-AD09","3038-AD09",1,"CFTC",,,,,,,,,,,"12/22/10",,,,,,,,,,,,,,,,"6/19/12",,,,,,,,,,"https://www.federalregister.gov/documents/2010/12/22/2010-31458/core-principles-and-other-requirements-for-designated-contract-markets",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/06/19/2012-12746/core-principles-and-other-requirements-for-designated-contract-markets",,,,,,,,
"67",0,"3038-AD10","3038-AD10",1,"CFTC",,,,,,,,,,,"12/23/10",,,,,,,,,,,,,,,,"7/19/12",,,,,,,,,,"https://www.federalregister.gov/documents/2010/12/23/2010-31578/end-user-exception-to-mandatory-clearing-of-swaps",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/07/19/2012-17291/end-user-exception-to-the-clearing-requirement-for-swaps",,,,,,,,
"68",0,"3038-AD11","3038-AD11",1,"CFTC",,,,,,,,,,,"11/2/10",,,,,,,,,,,,,,,,"7/25/11",,,,,,,,,,"https://www.federalregister.gov/documents/2010/11/02/2010-27555/removing-any-reference-to-or-reliance-on-credit-ratings-in-commission-regulations-proposing",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/25/2011-18777/removing-any-reference-to-or-reliance-on-credit-ratings-in-commission-regulations-proposing",,,,,,,,
"69",0,"3038-AD12","3038-AD12",1,"CFTC",,,,,,,,,,,"10/27/10",,,,,,,,,,,,,,,,"7/22/11",,,,,,,,,,"https://www.federalregister.gov/documents/2010/10/27/2010-26893/business-affiliate-marketing-and-disposal-of-consumer-information-rules",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/22/2011-17711/business-affiliate-marketing-and-disposal-of-consumer-information-rules",,,,,,,,
"70",0,"3038-AD13","3038-AD13",1,"CFTC",,,,,,,,,,,"10/27/10",,,,,,,,,,,,,,,,"7/22/11",,,,,,,,,,"https://www.federalregister.gov/documents/2010/10/27/2010-26912/privacy-of-consumer-financial-information-conforming-amendments-under-dodd-frank-act",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/22/2011-17710/privacy-of-consumer-financial-information-conforming-amendments-under-dodd-frank-act",,,,,,,,
"71",0,"3038-AD14","3038-AD14",1,"CFTC",,,,,,,,,,,"3/6/12",,,,,,,,,,,,,,,,"4/19/13",,,,,,,,,,"https://www.federalregister.gov/documents/2012/03/06/2012-5157/identity-theft-red-flags-rules",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/04/19/2013-08830/identity-theft-red-flags-rules",,,,,,,,
"72",0,"3038-AD16","3038-AD16",1,"CFTC",,,,,,,,,,,"1/26/11",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/01/26/2011-1154/position-limits-for-derivatives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"73",0,"3038-AD17","3038-AD17",1,"CFTC",,,,,,,,,,,"11/2/10",,,,,,,,,,,,,,,,"7/22/11",,,"11/18/11",,,,,,,"https://www.federalregister.gov/documents/2010/11/02/2010-27538/position-reports-for-physical-commodity-swaps",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/22/2011-18054/large-trader-reporting-for-physical-commodity-swaps",,,,"https://www.federalregister.gov/documents/2011/11/18/2011-28809/position-limits-for-futures-and-swaps",,,,
"74",0,"3038-AD18","3038-AD18",1,"CFTC",,,,,,,,,,,"1/7/11","12/14/11",,,,,,,,,,,,,,,"6/4/13",,,,,,,,,,"https://www.federalregister.gov/documents/2011/01/07/2010-32358/core-principles-and-other-requirements-for-swap-execution-facilities","https://www.federalregister.gov/documents/2011/12/14/2011-31646/process-for-a-designated-contract-market-or-swap-execution-facility-to-make-a-swap-available-to",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/06/04/2013-12242/core-principles-and-other-requirements-for-swap-execution-facilities","https://www.federalregister.gov/documents/2013/06/04/2013-12250/process-for-a-designated-contract-market-or-swap-execution-facility-to-make-a-swap-available-to",,,,,,,
"75",0,"3038-AD19","3038-AD19",1,"CFTC",,,,,,,,,,,"11/19/10","12/8/10",,,,,,,,,,,,,,,"1/13/12","12/23/11",,,,,,,,,"https://www.federalregister.gov/documents/2010/11/19/2010-29023/registration-of-foreign-boards-of-trade","https://www.federalregister.gov/documents/2010/12/08/2010-30476/swap-data-recordkeeping-and-reporting-requirements",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/01/13/2011-33199/swap-data-recordkeeping-and-reporting-requirements","https://www.federalregister.gov/documents/2011/12/23/2011-31637/registration-of-foreign-boards-of-trade",,,,,,,
"76",0,"3038-AD20","3038-AD20",1,"CFTC",,,,,,,,,,,"12/23/10",,,,,,,,,,,,,,,,"9/1/11",,,,,,,,,,"https://www.federalregister.gov/documents/2010/12/23/2010-31133/swap-data-repositories",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/09/01/2011-20817/swap-data-repositories-registration-standards-duties-and-core-principles",,,,,,,,
"77",0,"3038-AD21","3038-AD21",1,"CFTC",,,,,,,,,,,,,,,,,,,,,,,,,,,"8/10/11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/08/10/2011-20337/agricultural-swaps",,,,,,,,
"78",0,"3038-AD23","3038-AD23",1,"CFTC",,,,,,,,,,,"10/26/10",,,,,,,,,,,,,,,,"7/13/11",,,,,,,,,,"https://www.federalregister.gov/documents/2010/10/26/2010-26951/agricultural-commodity-definition",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/13/2011-17626/agricultural-commodity-definition",,,,,,,,
"79",0,"3038-AD24","3038-AD24",1,"CFTC",,,,,,,,,,,,,,,,,,,,"10/14/10",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2010/10/14/2010-25325/interim-final-rule-for-reporting-pre-enactment-swap-transactions",,,,,,,,,,,,,,,,,,,,,,,
"80",0,"3038-AD25","3038-AD25",1,"CFTC",,,,,,,,,,,"12/22/10",,,,,,,,,,,,,,,,"2/17/12",,,,,,,,,,"https://www.federalregister.gov/documents/2010/12/22/2010-31588/business-conduct-standards-for-swap-dealers-and-major-swap-participants-with-counterparties",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/02/17/2012-1244/business-conduct-standards-for-swap-dealers-and-major-swap-participants-with-counterparties",,,,,,,,
"81",0,"3038-AD26","3038-AD26",1,"CFTC",,,,,,,,,"11/2/10",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2010/11/02/2010-27547/antidisruptive-practices-authority-contained-in-the-dodd-frank-wall-street-reform-and-consumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82",0,"3038-AD27","3038-AD27",1,"CFTC",,,,,,,,,,,"11/3/10",,,,,,,,,,,,,,,,"7/14/11",,,,,,,,,,"https://www.federalregister.gov/documents/2010/11/03/2010-27541/prohibition-of-market-manipulation",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/14/2011-17549/prohibition-on-the-employment-or-attempted-employment-of-manipulative-and-deceptive-devices-and",,,,,,,,
"83",0,"3038-AD28","3038-AD28",1,"CFTC",,,,,,,,,,,"12/3/10",,,,,,,,,,,,,,,,"11/6/13",,,,,,,,,,"https://www.federalregister.gov/documents/2010/12/03/2010-29831/protection-of-collateral-of-counterparties-to-uncleared-swaps-treatment-of-securities-in-a-portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/11/06/2013-26479/protection-of-collateral-of-counterparties-to-uncleared-swaps-treatment-of-securities-in-a-portfolio",,,,,,,,
"84",0,"3038-AD29","3038-AD29",1,"CFTC",,,,,,,,,,,,,,,,,,,,"12/17/10",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2010/12/17/2010-31579/reporting-certain-post-enactment-swap-transactions",,,,,,,,,,,,,,,,,,,,,,,
"85",0,"3038-AD30","3038-AD30",1,"CFTC",,,,,,,,,,,"2/11/11",,,,,,,,,,,,,,,,"2/24/12",,,,,,,,,,"https://www.federalregister.gov/documents/2011/02/11/2011-2437/commodity-pool-operators-and-commodity-trading-advisors-amendments-to-compliance-obligations",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/02/24/2012-3390/commodity-pool-operators-and-commodity-trading-advisors-compliance-obligations",,,,,,,,
"86",0,"3038-AD31","3038-AD31",1,"CFTC",,,,,,,,,,,"7/26/12",,,,,,,,,,,,,,,,"11/18/13",,,,,,,,,,"https://www.federalregister.gov/documents/2012/07/26/2012-16180/ownership-and-control-reports-forms-102102s-4040s-and-71",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/11/18/2013-26789/ownership-and-control-reports-forms-102102s-4040s-and-71",,,,,,,,
"87",0,"3038-AD46","3038-AD46",1,"CFTC",,,,,,,,,,,"5/23/11",,,,,,,,,,,,,,,,,,,"8/13/12",,,,,,,"https://www.federalregister.gov/documents/2011/05/23/2011-11008/further-definition-of-swap-security-based-swap-and-security-based-swap-agreement-mixed-swaps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/08/13/2012-18003/further-definition-of-swap-security-based-swap-and-security-based-swap-agreement-mixed-swaps",,,,
"88",0,"3038-AD47","3038-AD47",1,"CFTC",,,,,,,,,,,"7/17/12","8/21/12",,,,,,,,,,,,,,,"4/11/13","8/22/13",,,,,,,,,"https://www.federalregister.gov/documents/2012/07/17/2012-17357/clearing-exemption-for-certain-swaps-entered-into-by-cooperatives","https://www.federalregister.gov/documents/2012/08/21/2012-20508/clearing-exemption-for-swaps-between-certain-affiliated-entities",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/04/11/2013-07970/clearing-exemption-for-swaps-between-certain-affiliated-entities","https://www.federalregister.gov/documents/2013/08/22/2013-19945/clearing-exemption-for-certain-swaps-entered-into-by-cooperatives",,,,,,,
"89",0,"3038-AD48","3038-AD48",1,"CFTC",,,,,,,,,,,"4/25/11",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/04/25/2011-9446/swap-data-recordkeeping-and-reporting-requirements-pre-enactment-and-transition-swaps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90",0,"3038-AD49","3038-AD49",1,"CFTC",,,,,,,,,,,"3/3/11",,,,,,,,,,,,,,,,"9/5/12",,,,,,,,,,"https://www.federalregister.gov/documents/2011/03/03/2011-4657/amendments-to-commodity-pool-operator-and-commodity-trading-advisor-regulations-resulting-from-the",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/09/05/2012-21606/amendments-to-commodity-pool-operator-and-commodity-trading-advisor-regulations-resulting-from-the",,,,,,,,
"91",0,"3038-AD50","3038-AD50",1,"CFTC",,,,,,,,,,,"3/9/11",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/03/09/2011-4799/registration-of-intermediaries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"92",0,"3038-AD51","3038-AD51",1,"CFTC",,,,,,,,,,,"8/1/11",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/08/01/2011-19365/customer-clearing-documentation-and-timing-of-acceptance-for-clearing","https://www.federalregister.gov/documents/2011/08/01/2011-19362/clearing-member-risk-management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"93",0,"3038-AD53","3038-AD53",1,"CFTC",,,,,,,,,,,"6/7/11",,,,,,,,,,,,,,,,"11/2/12","12/21/12",,,,,,,,,"https://www.federalregister.gov/documents/2011/06/07/2011-12270/adaptation-of-regulations-to-incorporate-swaps",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/11/02/2012-25764/adaptation-of-regulations-to-incorporate-swaps","https://www.federalregister.gov/documents/2012/12/21/2012-30691/adaptation-of-regulations-to-incorporate-swaps-records-of-transactions",,,,,,,
"94",0,"3038-AD54","3038-AD54",1,"CFTC",,,,,,,,,,,"12/16/16","5/12/11",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/12/16/2016-29368/capital-requirements-of-swap-dealers-and-major-swap-participants","https://www.federalregister.gov/documents/2011/05/12/2011-10881/capital-requirements-of-swap-dealers-and-major-swap-participants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"95",0,"3038-AD62","3038-AD62",1,"CFTC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4/27/12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/04/27/2012-9888/commodity-options",,,,
"96",0,"3038-AD66","3038-AD66",1,"CFTC",,,,,,,,,,,"6/15/12",,,,,,,,,,,,,,,,"4/8/13",,,,,,,,,,"https://www.federalregister.gov/documents/2012/06/15/2012-14654/dual-and-multiple-associations-of-persons-associated-with-swap-dealers-major-swap-participants-and",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/04/08/2013-07755/dual-and-multiple-associations-of-persons-associated-with-swap-dealers-major-swap-participants-and",,,,,,,,
"97",0,"3038-AD75","3038-AD75",1,"CFTC",,,,,,,,,,,,,,,,,,,,,,,,,,,"8/22/13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/08/22/2013-19894/harmonization-of-compliance-obligations-for-registered-investment-companies-required-to-register-as",,,,,,,,
"98",0,"3038-AD82","3038-AD82",1,"CFTC",,,,,,,,,,,"11/15/13",,,,,,,,,,,,,,,,"12/16/16",,,,,,,,,,"https://www.federalregister.gov/documents/2013/11/15/2013-27339/aggregation-of-positions",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/12/16/2016-29582/aggregation-of-positions",,,,,,,,
